Cikkszám;Alkatrész info;€;Oldal;Model;Beültetés db
CLA_M794_GLV_HFCT4;SOLDER PASTE;5;F2;CLA_/333948A9;0,000892857
CLA_/3948AP;SQUARE AVM IC PROGRAMMER PROCESS;4,63;F2;CLA_/333948A9;1
CLA_907610260;REFLOW KIT F1;13,04;F1;CLA_/333948A9;1
CLA_001264680;EOL_EOL_DIODE BAT54A NEXPERIA;0,0085;F1;CLA_/333948A9;2
CLA_001270200;DIODE (DST10100S-A);0,16;F1;CLA_/333948A9;1
CLA_001270300;DIODE:1A,RSX101VYM30FHTR??:ROHM;0,03;F1;CLA_/333948A9;3
CLA_001492710;EOL_DIODE 3??ESD???RESD1CANFHT116,??:ROH;0,03;F1;CLA_/333948A9;3
CLA_001493300;DIODE(TVS)  (TPSMB30CA) Littelfuse;0,13;F1;CLA_/333948A9;1
CLA_001494900;DIODE AQ24C-01FTG LITTELFUSE;0,0406;F1;CLA_/333948A9;1
CLA_010310453;INDUCTORS;0,0026;F1;CLA_/333948A9;5
CLA_010316150;COIL;0,0406;F1;CLA_/333948A9;3
CLA_010316353;COIL:120?1A,BLM18PG121SH1D??:MURATA;0,0033;F1;CLA_/333948A9;19
CLA_010348151;EOL_COIL LBM2016T2R7JV TAIYOYUDEN;0,0325;F1;CLA_/333948A9;1
CLA_010348152;EOL_COIL LBM2016T2R2JV TAIYOYUDEN;0,0325;F1;CLA_/333948A9;1
CLA_010348153;EOL_L_0.33u_LBM2016TR33JV_z;0,0325;F1;CLA_/333948A9;4
CLA_010363090;COIL:1uH,VCTA20161B-1R0MS6,??:CYNTEC;0,0487;F1;CLA_/333948A9;2
CLA_010363091;COIL VCTA2016B-6R8MS6 CYNTEC;0,0487;F1;CLA_/333948A9;1
CLA_010363190;COIL VCMT063T-6R8MN5T CYNTEC;0,141;F1;CLA_/333948A9;2
CLA_010363290;COIL VCMT053T-2R2MN5 CYNTEC;0,1274;F1;CLA_/333948A9;2
CLA_010363293;COIL VCMT053T-R47MN52M CYNTEC;0,1222;F1;CLA_/333948A9;1
CLA_010364050;EOL_COIL DLW32SH510XK2L MURATA;0;F1;CLA_/333948A9;3
CLA_010381150;EOL_L_6.8u_LBC3225T6R8MRV_z;0,0316;F1;CLA_/333948A9;4
CLA_010390650;L_220u_NRM6045T221MMRRV;0,098;F1;CLA_/333948A9;4
CLA_032018300;FILM-CHIP-R ERJP06F75R0V PANSONIC;0,0054;F1;CLA_/333948A9;1
CLA_032021855;EOL_FILM-CHIP-R ERJ6BWFR010V PANASONIC;0,0439;F1;CLA_/333948A9;1
CLA_032022101;FILM-CHIP-R:0402,47±1%,1/16W,CR10-470FV;0,0004;F1;CLA_/333948A9;2
CLA_032022102;FILM-CHIP-R;0,0004;F1;CLA_/333948A9;2
CLA_032022108;FILM-CHIP-R;0,0004;F1;CLA_/333948A9;12
CLA_032022112;FILM-CHIP-R:0402,75±1%,1/16W,CR10-750FV;0,0004;F1;CLA_/333948A9;2
CLA_032022116;FILM-CHIP-R (CR10-390FV) HOKURIKU;0,0004;F1;CLA_/333948A9;24
CLA_032022133;FILM-CHIP-R  CR10-203FV;0,0004;F1;CLA_/333948A9;2
CLA_032022154;SMD0402??150?±1%,1/16w,CR10-151FVH;0,0004;F1;CLA_/333948A9;1
CLA_032022162;SPECIAL-R;0,0004;F1;CLA_/333948A9;1
CLA_032022174;SPECIAL-R 10k±1%,1/16w,CR10-103FVH;0,0004;F1;CLA_/333948A9;9
CLA_032022190;FILM-CHIP-R:240±1%1/16W50V,CR10-241FV;0,0004;F1;CLA_/333948A9;2
CLA_032022201;SPECIAL-R;0,0012;F1;CLA_/333948A9;2
CLA_032022500;FILM-CHIP-R (CR10-154DV) HOKURIKU;0,0005;F1;CLA_/333948A9;1
CLA_032022585;SPECIAL-R CR10-622DV????;0,0005;F1;CLA_/333948A9;1
CLA_032022586;FILM-CHIP-R (CR10-390DV)HOKURIKU;0,0005;F1;CLA_/333948A9;1
CLA_032022597;FILM-CHIP-R CR10-913DV??:????;0,0005;F1;CLA_/333948A9;1
CLA_032022598;FILM-CHIP-R CR10-183DV HOKURIKU;0,0005;F1;CLA_/333948A9;1
CLA_032027650;FILM-CHIP-R CRES10-000-V-PBF HOKURIKU;0;F1;CLA_/333948A9;1
CLA_033000005;FILM-CHIP-R;0,0004;F1;CLA_/333948A9;8
CLA_033101115;FILM-CHIP-R RM04T101J:TAI OHM CR10-101JV;0,0005;F1;CLA_/333948A9;3
CLA_033102115;FILM-CHIP-R RM04T102J:TAI Ohm CR10-102JV;0,0005;F1;CLA_/333948A9;4
CLA_033103115;FILM-CHIP-R RM04T103J:TAI OHM CR10-103JV;0,0005;F1;CLA_/333948A9;44
CLA_033104115;FILM-CHIP-R RM04T104J:TAI OHM CR10-104JV;0,0005;F1;CLA_/333948A9;1
CLA_033221115;FILM-CHIP-R RM04T221JCR10-221JV;0,0005;F1;CLA_/333948A9;3
CLA_033330115;FILM-CHIP-R    *33 RM04T330J CR10-330JV;0,0005;F1;CLA_/333948A9;7
CLA_033472115;FILM-CHIP-R RM04T472J CR10-472JV;0,0005;F1;CLA_/333948A9;6
CLA_033563115;CHIP-R 56k?±5%,1/16w,CR10-563JV,??????;0,0005;F1;CLA_/333948A9;1
CLA_042401597;ALUMINUM ELECTROLYTIC CAPACITORS;0;F1;CLA_/333948A9;1
CLA_042500590;HHXC350ARA220ME61G;0,0873;F1;CLA_/333948A9;4
CLA_042500591;HHXC160ARA820MF61G;0,0957;F1;CLA_/333948A9;1
CLA_042510390;ALUMINUM SOLID CAPACITORS;0,0966;F1;CLA_/333948A9;1
CLA_043051400;SPECIAL-C;0;F1;CLA_/333948A9;9
CLA_043051500;SPECIAL-C;0;F1;CLA_/333948A9;2
CLA_043052200;SMD0402 Capacitor22nF/50V,±10%,X7R;0;F1;CLA_/333948A9;2
CLA_043054700;SPECIAL-C;0;F1;CLA_/333948A9;6
CLA_043104700;SPECIAL-C;0;F1;CLA_/333948A9;1
CLA_043151000;MLCC (CAPACITORS);0;F1;CLA_/333948A9;4
CLA_043153300;MLCC GCM155R71H332KA37D MURATA;0;F1;CLA_/333948A9;3
CLA_043230590;CERAMIC-CHIP-C:47uF±10%6.3VX7R,;0,1178;F1;CLA_/333948A9;9
CLA_043323300;SPECIAL-C;0;F1;CLA_/333948A9;1
CLA_043370385;SPECIAL-C CERAMIC GCM0335C1H680JA16D;0,0028;F1;CLA_/333948A9;1
CLA_043432690;SPECIAL-C CERAMIC;0,0035;F1;CLA_/333948A9;1
CLA_043440691;CERAMIC-CHIP-C : EMK105B7104KVHF;0,0009;F1;CLA_/333948A9;93
CLA_043450595;SPECIAL-C CERAMIC TMK105B7153KVHF;0,0016;F1;CLA_/333948A9;1
CLA_043470793;CERAMIC-CHIP-C GCM155R71H331KA37D;0,0021;F1;CLA_/333948A9;2
CLA_043471190;CERAMIC-CHIP-C:*100pF±5%50VC0G,;0,0026;F1;CLA_/333948A9;1
CLA_043471195;CERAMIC-CHIP-C:*220pF±5%50VC0G,;0,0026;F1;CLA_/333948A9;1
CLA_043471197;SPECIAL-C CERAMIC GCM1555C1H150JA16D;0,0023;F1;CLA_/333948A9;1
CLA_043471591;CERAMIC-C 0.0047uF±10%,;0,0016;F1;CLA_/333948A9;1
CLA_043472091;CERAMIC-CHIP-C:470pF,1005 ,;0,0015;F1;CLA_/333948A9;1
CLA_043520490;CERAMIC-CHIP-C 2.2uF 6.3V X7R 0603 GCM18;0,0263;F1;CLA_/333948A9;3
CLA_043541092;CERAMIC-C 1uF±10%,;0,0033;F1;CLA_/333948A9;5
CLA_043551090;CERAMIC-CHIP-C TMK107AB7105KAHT,????;0,0056;F1;CLA_/333948A9;3
CLA_043551091;Chip-C 0.22uF±10%,25V,X7R,;0,0074;F1;CLA_/333948A9;8
CLA_043572693;SPECIAL-C CERAMIC UMK107B7104KAHT,??;0,0061;F1;CLA_/333948A9;1
CLA_043631390;CERAMIC-CHP-C 10uF±10%,LMK212BC6106K;0,0161;F1;CLA_/333948A9;21
CLA_043641190;SPECIAL-C CERAMIC;0,019;F1;CLA_/333948A9;9
CLA_043650690;SPECIAL-C CERAMIC;0,0198;F1;CLA_/333948A9;2
CLA_050014069;COMPONENT-CCT  *56 EXB28V560JX PANSONIC;0,0021;F1;CLA_/333948A9;4
CLA_050015656;COMPONENT-CCT;0,0014;F1;CLA_/333948A9;2
CLA_050015657;COMPONENT-CCT (CRA108 103JV PBF);0,0014;F1;CLA_/333948A9;1
CLA_050015659;COMPONENT-CCT (ACR104-330JV);0,0014;F1;CLA_/333948A9;6
CLA_051310100;IC BD9S400MUF-CE2 ROHM;0,3852;F1;CLA_/333948A9;1
CLA_051369500;IC  FLASH;0,3303;F1;CLA_/333948A9;1
CLA_051378590;IC BD35395FJ-ME2 ROHM;0,15;F1;CLA_/333948A9;1
CLA_051395890;IC  FLASH TPS65311QRVJRQ1??TI;1,658;F1;CLA_/333948A9;1
CLA_051536100;IC  FLASH NJM2561F1-T(TE1) NJRC;0,1403;F1;CLA_/333948A9;1
CLA_051550701;IC  FLASH S-19110AAXH-M6T1U4 ABLIC;0,0834;F1;CLA_/333948A9;1
CLA_051551700;IC  FLASH S-19104N10H-M5T1U ABLIC;0,0619;F1;CLA_/333948A9;1
CLA_051697100;High-side switch IC;0,8022;F1;CLA_/333948A9;1
CLA_051722270;EOL_IC NLVVHC1G08DFT2G;0,0138;F1;CLA_/333948A9;1
CLA_051727290;EOL_NL17SZ125DFT2G;0,0133;F1;CLA_/333948A9;1
CLA_051754770;IC TC7SZ07FU,LXGJ(CT  ??;0,0178;F1;CLA_/333948A9;1
CLA_051758310;logic IC 74LVC08APW-Q100,11 NEXPERIA;0,0629;F1;CLA_/333948A9;1
CLA_051758400;IC  FLASH TC7WZ126FK,LXGJ(CB TOSHIBA;0,0696;F1;CLA_/333948A9;1
CLA_051802900;IC  FLASH ML86640TBZ0AX ROHM;0,846;F1;CLA_/333948A9;1
CLA_051943040;IC(EEPROM) M24C64-DRDW8TP/K STMICRO;0,062;F1;CLA_/333948A9;1
CLA_060314290;EMI-FILTER NFM18HC105C1C3D MURATA;0,0255;F1;CLA_/333948A9;26
CLA_073079590;TERMINAL       *073079590;0,0399;F1;CLA_/333948A9;3
CLA_074417832;OUTLET SOCKET GT25H2-32DP-22H(10) HIROSE;0,4449;F1;CLA_/333948A9;1
CLA_092228600;ANT-RECEPT AMS22D-40MZ5-D ROSENBERGER;1,236;F1;CLA_/333948A9;1
CLA_092229100;ANT-RECEPT 59S2PL-40MT5-N ROSENBERGER;0,395;F1;CLA_/333948A9;1
CLA_116229115;CHIP-R (CR32-2R2JV)  HOKURIKU;0,0014;F1;CLA_/333948A9;1
CLA_116272115;2/IP-R (CR32-272JV)  HOKURIKU;0,0014;F1;CLA_/333948A9;1
CLA_119150115;CHIP-R RM06T150J TAI;0,0004;F1;CLA_/333948A9;1
CLA_119220115;CHIP-R *22 (CR16-220JV);0,0004;F1;CLA_/333948A9;1
CLA_119221115;CHIP-R (CR16-221JV)HOKURIKU;0,0004;F1;CLA_/333948A9;1
CLA_119470115;CHIP-R (CR16-470JV)HOKURIKU;0,0004;F1;CLA_/333948A9;1
CLA_125806690;TRANSISTOR RJU003N03FRAT106 ROHM;0,0172;F1;CLA_/333948A9;4
CLA_125807190;TRANSISTOR (IPG20N04S4L11AATMA1);0,3303;F1;CLA_/333948A9;1
ERG0001Z0;IC:TCAN1057AVDRBRQ1??TI;0,1165;F1;CLA_/333948A9;3
CLA_M794_GLV_HFCT4;SOLDER PASTE;5;F1;CLA_/333948A9;0,000892857
CLA_039541300;PWB;3,5994;F2;CLA_/333985A9;1
CLA_907568162;REFLOW KIT F2;0;F2;CLA_/333985A9;1
CLA_M794_GLV_HFCT4;SOLDER PASTE;5;F2;CLA_/333985A9;0
CLA_001241270;EOL_DIODE RR264MM-400TFTR???ROHM;0,0185;F2;CLA_/333985A9;4
CLA_001271120;EOL_EOL_?DIODE BAT54S NEXPERIA;0;F2;CLA_/333985A9;1
CLA_001435620;DIODE;0,0089;F2;CLA_/333985A9;2
CLA_001435632;DIODE UDZVFHTE-1718B,18.35VSOD-323FL-2;0,0089;F2;CLA_/333985A9;2
CLA_002035251;THERMISTOR ERTJ0EG103FD PANASONIC;0,0119;F2;CLA_/333985A9;1
CLA_010310453;INDUCTORS;0,0026;F2;CLA_/333985A9;1
CLA_010310562;INDUCTORS;0,003;F2;CLA_/333985A9;2
CLA_010315150;NF_FBMH1608HL471-TV_z;0,018;F2;CLA_/333985A9;4
CLA_010316353;COIL:120?1A,BLM18PG121SH1D??:MURATA;0,0033;F2;CLA_/333985A9;9
CLA_010316354;COIL BLM18PG221SH1D MURATA;0,0046;F2;CLA_/333985A9;2
CLA_010319151;COIL BLM15AG601SH1D MURATA;0,0031;F2;CLA_/333985A9;2
CLA_032022102;FILM-CHIP-R;0,0004;F2;CLA_/333985A9;14
CLA_032022106;CHIP-R SMD0402,100k±1%,1/16w,CR10-104FV;0,0004;F2;CLA_/333985A9;1
CLA_032022108;FILM-CHIP-R;0,0004;F2;CLA_/333985A9;8
CLA_032022131;FILM-CHIP-R (CR10-150FV) HOKURIKU;0,0004;F2;CLA_/333985A9;8
CLA_032022133;FILM-CHIP-R  CR10-203FV;0,0004;F2;CLA_/333985A9;7
CLA_032022135;FILM-CHIP-R (CR10-303FV);0,0004;F2;CLA_/333985A9;1
CLA_032022151;SPECIAL-R *4.7K (F) CR10-472FVH 4.7K ±1%;0,0004;F2;CLA_/333985A9;1
CLA_032022162;SPECIAL-R;0,0004;F2;CLA_/333985A9;1
CLA_032022163;SPECIAL-R;0,0069;F2;CLA_/333985A9;2
CLA_032022173;SPECIAL-R  2.2k±1%,1/16w,CR10-222FVH;0,0004;F2;CLA_/333985A9;1
CLA_032022174;SPECIAL-R 10k±1%,1/16w,CR10-103FVH;0,0004;F2;CLA_/333985A9;4
CLA_032022181;SPECIAL-R2k±1%1/16W50V,CR10-202FVH;0,0004;F2;CLA_/333985A9;2
CLA_032022190;FILM-CHIP-R:240±1%1/16W50V,CR10-241FV;0,0004;F2;CLA_/333985A9;1
CLA_032022510;FILM-CHIP-R (CR10-8451DV) HOKURIKU;0,0005;F2;CLA_/333985A9;1
CLA_032022511;FILM-CHIP-R (CR10-162DV)HOKURIKU;0,0005;F2;CLA_/333985A9;6
CLA_032022512;FILM-CHIP-R (CR10-243DV),????;0,0005;F2;CLA_/333985A9;1
CLA_032022552;SPECIAL-R  CR10-103DV HOKURIKU;0,0005;F2;CLA_/333985A9;1
CLA_032022553;SPECIAL-R  (CR10 49R9DV);0,0005;F2;CLA_/333985A9;5
CLA_032022557;SPECIAL-R (CR10-823DV) ,????;0,0005;F2;CLA_/333985A9;1
CLA_032022567;SPECIAL-R:16k±0.5%1/16W50V,CR10-163DV;0,0005;F2;CLA_/333985A9;2
CLA_032022571;FILM-CHIP-R CR10-272-DV HOKURIKU;0,0005;F2;CLA_/333985A9;1
CLA_032022579;SPECIAL-R CR10-244DV HOKURIKU;0,0005;F2;CLA_/333985A9;2
CLA_032022596;FILM-CHIP-R (CR10-102DV)HOKURIKU;0,0005;F2;CLA_/333985A9;2
CLA_032026073;FILM-CHIP-R (CR10-142FV) HOKURIKU;0,0004;F2;CLA_/333985A9;2
CLA_032026074;FILM-CHIP-R CR10-5232-FV HOKURIKU;0,0004;F2;CLA_/333985A9;2
CLA_032026084;FILM-CHIP-R;0,0004;F2;CLA_/333985A9;1
CLA_033000005;FILM-CHIP-R;0,0004;F2;CLA_/333985A9;7
CLA_033101115;FILM-CHIP-R RM04T101J:TAI OHM CR10-101JV;0,0005;F2;CLA_/333985A9;4
CLA_033102115;FILM-CHIP-R RM04T102J:TAI Ohm CR10-102JV;0,0005;F2;CLA_/333985A9;4
CLA_033103115;FILM-CHIP-R RM04T103J:TAI OHM CR10-103JV;0,0005;F2;CLA_/333985A9;42
CLA_033104115;FILM-CHIP-R RM04T104J:TAI OHM CR10-104JV;0,0005;F2;CLA_/333985A9;7
CLA_033222115;FILM-CHIP-R RM04T222J (CR10-222JV;0,0005;F2;CLA_/333985A9;5
CLA_033223115;FILM-CHIP-R 033223115 (CR10-223JV);0,0005;F2;CLA_/333985A9;3
CLA_033330115;FILM-CHIP-R    *33 RM04T330J CR10-330JV;0,0005;F2;CLA_/333985A9;42
CLA_033392115;FILM-CHIP-R:,3.9k±5%,1/16W,CR10-392JV;0,0004;F2;CLA_/333985A9;1
CLA_033470115;FILM-CHIP-R:*47±5%,1/16W,1005,CR10-470JV;0,0005;F2;CLA_/333985A9;1
CLA_033472115;FILM-CHIP-R RM04T472J CR10-472JV;0,0005;F2;CLA_/333985A9;5
CLA_033473115;FILM-CHIP-R RM04T473J CR10-473JV;0,0005;F2;CLA_/333985A9;1
CLA_033474115;FILM-CHIP-R:*470k±5%1/16W50V,RM04T474J;0,0004;F2;CLA_/333985A9;4
CLA_033561115;FILM-CHIP-R:0402,560±5%,1/16W,CR10-561JV;0,0005;F2;CLA_/333985A9;1
CLA_043051400;SPECIAL-C;0;F2;CLA_/333985A9;2
CLA_043052200;SMD0402 Capacitor22nF/50V,±10%,X7R;0;F2;CLA_/333985A9;1
CLA_043052600;SPECIAL-C CL05Y224KP5VPNC SAMSUNG;0;F2;CLA_/333985A9;4
CLA_043104700;SPECIAL-C;0;F2;CLA_/333985A9;2
CLA_043150300;MLCC MT15B103K500 WALSIN;0;F2;CLA_/333985A9;4
CLA_043151000;MLCC (CAPACITORS);0;F2;CLA_/333985A9;21
CLA_043153300;MLCC GCM155R71H332KA37D MURATA;0;F2;CLA_/333985A9;4
CLA_043440691;CERAMIC-CHIP-C : EMK105B7104KVHF;0,0009;F2;CLA_/333985A9;67
CLA_043471180;CC_12pF_50V_5%_C0G_1005_A;0;F2;CLA_/333985A9;1
CLA_043471190;CERAMIC-CHIP-C:*100pF±5%50VC0G,;0,0026;F2;CLA_/333985A9;15
CLA_043471592;CERAMIC-CHIP-C UMK105B7102KVHF,????;0,0016;F2;CLA_/333985A9;7
CLA_043471594;SPECIAL-C CERAMIC RM UMK105 B7222KVH;0,0014;F2;CLA_/333985A9;2
CLA_043471596;SPECIAL-C CERAMIC RM UMK105 B7331KVH;0;F2;CLA_/333985A9;2
CLA_043471892;CERAMIC-CHIP-C UMK105CH470JVHF ????;0,0014;F2;CLA_/333985A9;2
CLA_043472591;CERAMIC-CHIP-C:9pF,1005,;0,0043;F2;CLA_/333985A9;1
CLA_043472694;MLCC UMK105CG010CVHF TAIYOYUDEN;0;F2;CLA_/333985A9;2
CLA_043520490;CERAMIC-CHIP-C 2.2uF 6.3V X7R 0603 GCM18;0,0263;F2;CLA_/333985A9;1
CLA_043541092;CERAMIC-C 1uF±10%,;0,0033;F2;CLA_/333985A9;2
CLA_043551091;Chip-C 0.22uF±10%,25V,X7R,;0,0074;F2;CLA_/333985A9;9
CLA_043631390;CERAMIC-CHP-C 10uF±10%,LMK212BC6106K;0,0161;F2;CLA_/333985A9;6
CLA_043641190;SPECIAL-C CERAMIC;0,019;F2;CLA_/333985A9;2
CLA_043650690;SPECIAL-C CERAMIC;0,0198;F2;CLA_/333985A9;2
CLA_050015659;COMPONENT-CCT (ACR104-330JV);0,0014;F2;CLA_/333985A9;18
CLA_050015678;COMPONENT-CCT;0,0014;F2;CLA_/333985A9;2
CLA_050015680;COMPONENT-CCT ACR104-152-JV HOKURIKU;0,0014;F2;CLA_/333985A9;1
CLA_051384200;IC  FLASH S-19243A00A-E6T1U ABLIC;0,1484;F2;CLA_/333985A9;1
CLA_051697000;IC  FLASH TPS22918TDBVRQ1??TI;0,0944;F2;CLA_/333985A9;1
CLA_051754770;IC TC7SZ07FU,LXGJ(CT  ??;0,0178;F2;CLA_/333985A9;1
CLA_051758310;logic IC 74LVC08APW-Q100,11 NEXPERIA;0,0629;F2;CLA_/333985A9;1
CLA_051758610;IC  FLASH 74LVC2G14GW-Q100H NEXPERIA;0,0219;F2;CLA_/333985A9;1
CLA_051803700;IC_MAX96706GTJ/V+T_z;0,8484;F2;CLA_/333985A9;4
CLA_051804000;IC MAX9275GTN/V+T MAXIM;2,7918;F2;CLA_/333985A9;1
CLA_051945300;Nanya DDR3?NT5CC256M16ER-EKH?;0;F2;CLA_/333985A9;2
CLA_052038400;FLASH MICOM  (9-7,8-9) R7F701374AEAFP-C;4,3452;F2;CLA_/333985A9;1
CLA_052044710;R8A77920DA01BG#G1;14,8791;F2;CLA_/333985A9;1
CLA_060314290;EMI-FILTER NFM18HC105C1C3D MURATA;0,0255;F2;CLA_/333985A9;3
CLA_061361900;CRYSTAL-OSC NX3225GA 26MHZ NDK;0,0074;F2;CLA_/333985A9;1
CLA_061363500;CRYSTAL RESONATOR;0,0555;F2;CLA_/333985A9;1
CLA_061458800;CRYSTAL-OSC DSO221SX73MHZ KDS;0,2195;F2;CLA_/333985A9;1
CLA_061460200;EOL_CRYSTAL-OSC NZ2520SH 27MHz 105deg;0,2502;F2;CLA_/333985A9;1
CLA_116101115;CHIP-R (CR32-101JV);0,0014;F2;CLA_/333985A9;2
CLA_116102115;CHIP-R (CR32-102JV);0,0014;F2;CLA_/333985A9;1
CLA_116153115;CHIP-R 15K-±5%-1/4W,RM12T153J;0,0014;F2;CLA_/333985A9;2
CLA_116272115;2/IP-R (CR32-272JV)  HOKURIKU;0,0014;F2;CLA_/333985A9;2
CLA_119101115;CHIP-R (CR16-101JV);0,0004;F2;CLA_/333985A9;2
CLA_119122115;CHIP-R (CR16-122JV) HOKURIKU;0,0004;F2;CLA_/333985A9;1
CLA_119222115;CHIP-R (CR16-222JV);0,0004;F2;CLA_/333985A9;2
CLA_119330115;CHIP-R (CR16-330JV);0,0004;F2;CLA_/333985A9;1
CLA_119333115;CHIP-R RM06T333J??:TAI OHM;0,0004;F2;CLA_/333985A9;1
CLA_119431115;CHIP-R *;0,0004;F2;CLA_/333985A9;1
CLA_119471115;CHIP-R (CR16-471JV)HOKURIKU;0,0004;F2;CLA_/333985A9;2
CLA_119562115;CHIP-R (CR16-562JV)HOKURIKU;0,0004;F2;CLA_/333985A9;1
CLA_125002593;TRANSISTOR *RN2303 TOSHIBA;0,0061;F2;CLA_/333985A9;1
CLA_125203293;TRANSISTOR:RN1303(TE85L,F)??TOSHIBA;0,0054;F2;CLA_/333985A9;1
CLA_125205390;EOL_TRANSISTOR DTC114EUBHZGTL ROHM;0,0086;F2;CLA_/333985A9;1
CLA_125407000;TRANSISTOR BCX19HZGT116 ROHM;0,0188;F2;CLA_/333985A9;2
CLA_125806690;TRANSISTOR RJU003N03FRAT106 ROHM;0,0172;F2;CLA_/333985A9;4
CLA_125903490;TRANSISTOR:UMX1NFHATN??:ROHM;0,0194;F2;CLA_/333985A9;3
CLA_190157661;TRANSISTOR 2SA1576UBHZGTLQ ROHM;0,0089;F2;CLA_/333985A9;2
CLA_192408161;TRANSISTOR 2SC4081UBHZGTLQ ROHM;0,0084;F2;CLA_/333985A9;1
CLA_345685901;N0001HO0 24HAC GASKET E02J060075-4;0,0843;F2;CLA_/333985A9;1
CLA_/3985AP;SQUARE AVM IC PROGRAMMER PROCESS;0,08;F2;CLA_/333985A9;1
CLA_907568062;REFLOW KIT F1;0;F1;CLA_/333985A9;1
CLA_M794_GLV_HFCT4;SOLDER PASTE;5;F1;CLA_/333985A9;0
CLA_001264680;EOL_EOL_DIODE BAT54A NEXPERIA;0,0085;F1;CLA_/333985A9;2
CLA_001270200;DIODE (DST10100S-A);0,16;F1;CLA_/333985A9;1
CLA_001270300;DIODE:1A,RSX101VYM30FHTR??:ROHM;0,03;F1;CLA_/333985A9;3
CLA_001492710;EOL_DIODE 3??ESD???RESD1CANFHT116,??:ROH;0,03;F1;CLA_/333985A9;3
CLA_001493300;DIODE(TVS)  (TPSMB30CA) Littelfuse;0,13;F1;CLA_/333985A9;1
CLA_001494900;DIODE AQ24C-01FTG LITTELFUSE;0,0406;F1;CLA_/333985A9;1
CLA_010310453;INDUCTORS;0,0026;F1;CLA_/333985A9;5
CLA_010316150;COIL;0,0406;F1;CLA_/333985A9;3
CLA_010316353;COIL:120?1A,BLM18PG121SH1D??:MURATA;0,0033;F1;CLA_/333985A9;19
CLA_010348151;EOL_COIL LBM2016T2R7JV TAIYOYUDEN;0,0325;F1;CLA_/333985A9;1
CLA_010348152;EOL_COIL LBM2016T2R2JV TAIYOYUDEN;0,0325;F1;CLA_/333985A9;1
